"Nr. crt.","Client","CIF","Adresa","Factura","Data emiterii","Data scadentei","Status","Moneda","Valoare fara TVA","Valoare TVA","Valoare Totala","Aviz insotire","Observatii"
"1","14b43aa6f6f4b7bfda6239956f6dbe176eaf080e","c7037b97c13275a3ea3a14aa4c14851fe271ce48","1d1421901ac6fe5873e2764188fd2597c5d009fd","12192","29/02/2024","15/03/2024","emisa","RON","17112.59","3251.29","20363.89","",""
"2","38bfb5d892cba2e49de08c2d1c9534a589397e6e","96b7f7f0a89ee83f75c2c41818383dbf0fe6ec9a","ab47f048ac7673a82a98083fd87c58ecaa5ba41a","12191","29/02/2024","15/03/2024","emisa","RON","34499.52","6554.92","41054.44","",""
"3","948aae62125603c9b83f1bb673f961927a102967","07b2a9a97395cfb6cafefc0578b4533cd4dc96f6","e5dbcd2822c07e76f95b5e5180862680aab476d9","12190","29/02/2024","15/03/2024","incasata","RON","-15353.12","-2917.11","-18270.24","",""
"4","eeb0eff9ab8bbcabd42920fffa887a1cbb758651","4bc7ffd2ecc5875ba7970c5fcefadb8bd29b2c90","6c2655028c823e1d7ca53f6f0ebd62e613dd62d0","12189","29/02/2024","15/03/2024","emisa","RON","248459.38","47207.33","295666.71","",""
"5","050286b322fbd3e57afb4117ff3c992580fad057","630e55bf1fd7dcea8e40e8154026ea5207c30a35","e58eee0da77ae9bac50f2c1d3477ccc31a16e47c","12188","29/02/2024","15/03/2024","incasata partial","RON","272311.9","51739.26","324051.16","",""
"6","c4f821e8850d06fd6bfa9675d45d3b8adfdcb4fb","fa46c3099ca8a467d1f666bacdb186fdda28d900","001ee3f7d26e50f222fd4af859bd2fe91100b79b","12187","29/02/2024","15/03/2024","emisa","RON","36172.4","6873.03","43045.43","",""
"7","a4f51102b3c9bac6bdf604ef3e903cd74f7ccc74","1005eb076dbc3f1c07f6c903be39b4172685e8ed","7ca4688f679340a9ca1d75c0fc4c93488ebc22d5","12186","28/02/2024","14/03/2024","emisa","RON","435171.59","82682.64","517854.23","",""
"8","aa0b0ae5cee6b03a39fcab825ed7a88c6b8c2595","cb6014751c6dadc9ff1ab5d570224df760e0a147","179af599e13f3a371b7366d1589ba0983a688689","12185","28/02/2024","14/03/2024","emisa","RON","3365.43","639.41","4004.81","",""
"9","7e6674d71bc5fd64814b93070e0258be84056860","467fcc625c9ec43a765c9509e4878ab09bf3c099","608a4019ea90ffa518864182fc2bc663772bf290","12184","28/02/2024","14/03/2024","emisa","RON","6431.49","1221.98","7653.47","",""
"10","3e7ed79baa0d5deeb98ce79c292f3d960358cb03","144a1b27c706e00f16e35b94070f35e9ecc5ffb4","9aebcdc3dabc046d8ea8fff3e29111ee4678bc72","12183","28/02/2024","14/03/2024","emisa","RON","198802.4","37772.5","236574.9","",""
"11","0504d47760f9cac1c466c41e820cfa9eae74bc78","3caed61163e0bbf9f4be7e8d0811983d20415a96","b2996ebe9c4abe02040772dd39631bf999d808a6","12182","28/02/2024","14/03/2024","incasata","RON","338760.5","64364.49","403124.99","",""
"12","44435e33d248828a1b9634ff53157c54ba914fa6","b37fff6754cc65fae6596ef32dad6a577268fb1d","37414fc5ed6674e5fb171cc100e97f5be2a5ff0b","12181","28/02/2024","14/03/2024","emisa","RON","31756.31","6033.73","37790.04","",""
"13","208ef84a1d69f1d27f0fc6326ea1e20cc1621be3","8979c2d7da55e1c15834088045de0162277dc2dc","f8780fde0120a6b42729f4c183e80b1453b47a77","12179","28/02/2024","14/03/2024","emisa","RON","370698.93","70432.85","441131.78","",""
"14","f6ca00ba17d11991357dc1e081bd7df1740254b3","9bd32c93fc976e83e41c1cdf53a5049cbab1e380","b1e17fdef9042462711516aa3a098cd584df620d","12178","28/02/2024","14/03/2024","incasata","RON","6000.25","1140.06","7140.31","",""
"15","c7ad34865d6029f8959dfeb89ad3ab4a61185e9c","8eeacf95b436109b907727016a3e696fd7bffe56","11b8a8be0363b74fc30269657bf6260006483b2e","12177","28/02/2024","14/03/2024","incasata","RON","359301.97","68267.44","427569.41","",""
"16","f22ef0c30784d6cd75ad629dfadfb079beb8fe97","ba5f480a6d9b668fb5c3fc020ebaf1996d766e7a","fe510fc80257ab1474293db36e6c1e819b906b43","12176","28/02/2024","14/03/2024","incasata","RON","74519.41","14158.66","88678.07","",""
"17","47e462b0291a2c7ce5834145c5c058f5b39fb9b1","b10be212de2a3b0f21502eadb1a47ce6e84a9fcd","5221ca495e1c76d7deb05072a8061dc3181d9d1a","12175","28/02/2024","14/03/2024","emisa","RON","18591.94","3532.45","22124.38","",""
"18","a8861c4ea9066dfa509e614dd5d9faf439fd5104","3b7eecd54e5dad5789454aeaf3e62eb7f18fd95e","ca7ff992c043e0f5980bbe797c43a942e97ee894","12174","28/02/2024","14/03/2024","emisa","RON","3151.04","598.7","3749.74","",""
"19","0112423e605aa72c44182f589617668241aae0bd","c15289d5bef52f09477ac56c332c588d2ef14f7d","5214d2ba67ca1c279d1981362b0e56babf09e2bf","12173","28/02/2024","14/03/2024","incasata","RON","32725.08","6217.76","38942.84","",""
"20","a9a200d3fc3f666fdb307136e8387f212dd37cc2","5010849f7469c0f317f477f15ea72de27489ec38","9b399ecac8b02ed1102f769ae093052eb1efc4e9","12172","28/02/2024","14/03/2024","incasata","RON","1297461.79","246518.51","1543980.3","",""
"21","c28618202bcbd4612a58fc6ca593e6f8a49ffc56","cffdb0cbf34ec38c386d496dd5c12c4653a6b578","2b12104e992e18aaba51c85fc95be118c088435c","12171","28/02/2024","14/03/2024","incasata","RON","49.27","9.36","58.64","",""
"22","b57950c16f3e6709220cf419b10ce21f4d4e17fe","8da23eb44c3a3e9055205b46eefb9ad4afb78cda","9ed55818bc0ef5760ef850303ed3a85386c40bab","12170","28/02/2024","14/03/2024","emisa","RON","32733.46","6219.34","38952.8","",""
"23","d9c4abc2fb6c4b44e98d494ab074af4c08298302","c1f6131e68b2fe1b9f8e1473f7761aa9fdaf7a00","22742c1e717a70a20cb6afcae72a32f8431dad24","12169","28/02/2024","14/03/2024","incasata","RON","265734.15","50489.55","316223.58","",""
"24","474ca3acd89fa1c18ab7968d1865533007eb2dc5","d750e399fc93f7e94368c2ca211199eb59671588","daf2f09b34d0c4e5effef2ee165e7726817cb28c","12168","28/02/2024","14/03/2024","emisa","RON","668510.77","127016.99","795527.76","",""
"25","0d14fc5f80ce475c02ce1bd7aaea4337acfe8715","ef3b9e5c08959e801adcca6a76a98a3a94e008ca","1d228e5ca9d4bfae4c9afe5a04435446752c3dd0","12167","28/02/2024","14/03/2024","emisa","RON","49298.38","9366.69","58665.07","",""
"26","bf46d5c844c396b76a4f61847cff29d8ec63c06c","191d7f2b7573396109397fd3d39ca8d6306289c5","06c3e2da9761637bb127ad93f06191aa2f27a27d","12166","28/02/2024","14/03/2024","emisa","RON","184078.54","34974.54","219053.08","",""
"27","50a1ec76618d02d18d379442f38e76c34d75043e","c97904645f18e5c0e7389735ef26879eb743d1d7","c8e1407f9a32e0b70d1f1285703d4de8257182c8","12165","28/02/2024","14/03/2024","emisa","RON","95642.35","18172.04","113814.39","",""
"28","7480c9abab66944652cbd78528e88627e1094c53","2db7db3dcb5526c4931b14549ef1fd4508652156","a3239e2dc0b3ae25cd61f85cc6e74739af6e7008","12164","28/02/2024","14/03/2024","emisa","RON","27001.14","5130.21","32131.34","",""
"29","8e2e21424e24ebde13735b5eb57d69e17b2df2db","f2edad4d79ae9fdb9fc2092a0fb6aca2f9635817","795e36f0ea086f2b22dd6eaf1882ea9758546c52","12163","28/02/2024","14/03/2024","incasata","RON","297308.09","56488.52","353796.62","",""
"30","948aae62125603c9b83f1bb673f961927a102967","07b2a9a97395cfb6cafefc0578b4533cd4dc96f6","e5dbcd2822c07e76f95b5e5180862680aab476d9","12162","28/02/2024","14/03/2024","incasata","RON","66562.51","12646.9","79209.41","",""
"31","119f02a1ff7b799125f3e9e6ee04084c141fb5db","d900a7696a1360402e2faad33998e8b19191a732","9abd2332c15c53f3894dab398311f90f73114916","12161","28/02/2024","14/03/2024","emisa","RON","165345.49","31416.22","196760.57","",""
"32","15c0ac7dec8b887f2f0e948e89dea9fffaa5fcb8","18896e46830300d7dea80c165110559a00ee4e78","7a965ad9578571d364b769c33f5066bdf68db883","12160","28/02/2024","14/03/2024","incasata","RON","7813.95","1484.6","9298.58","",""
"33","04091840fc11785c1334007574aa80332a61d1d8","74b80ce3c73d2a0681000bb1c486f829b2b07e22","f0cf561745b6e10364ad04c8d7924b02fd58eb1b","12159","28/02/2024","14/03/2024","emisa","RON","249153.4","47339.16","296492.55","",""
"34","8de68163014fa2f4283a7da0ed683aedd8bc3fe9","ba170c136cf55ea4996394c6beb120a373d9aef1","82899683d17398d2de4008d9585b763fafcfaf8e","12158","28/02/2024","14/03/2024","incasata","RON","301487.51","57282.68","358770.19","",""
"35","e5549e15b57d8cfad8c9e371b71e828c5b041a21","58fe89f3853643b04441218c5007158eb0d8ea71","1fbc0c539aea691a557a0549d98c97a071beb536","12157","28/02/2024","14/03/2024","emisa","RON","235298.0","44706.62","280004.62","",""
"36","2a42149629e9de77c7aa1534f8d9abee3d6f5e92","e03af3966e7001380163253d5c1f13480f41419e","1af23e1e9ed230cd430869a40fd15d7ad15b29a9","12156","28/02/2024","14/03/2024","emisa","RON","165.41","31.43","196.84","",""
"37","f2ea01ca0c0f851568f80fcd7d339ced852aae57","e62f5016c11c3331d4fe11d421f7974561488865","1ae26143e0eb10d87b983e151fcce42a81600908","12155","28/02/2024","14/03/2024","emisa","RON","89539.43","17012.53","106551.95","",""
"38","9f3c72cac568b60b581f2676ce080952579c1395","6c9a83482d7f85f426fa84848c9bd93ca951fbc9","cc80cffd2b9b7c9f08665c697f68af238a9bc8c6","12154","28/02/2024","14/03/2024","emisa","RON","312179.2","59314.05","371493.25","",""
"39","fd2e5670e3fff7982c4a66ccd819fa162ef2d40a","9bec6d4cb29734d6f32ffe4816b9987852f5a131","e518a9086fa186fb0ba3df744631dab5ee144314","12153","28/02/2024","14/03/2024","emisa","RON","299442.58","56894.1","356336.68","",""
"40","cd70bb40e5f68735dd31c0d78e3dfdaf213974d0","f215a98665ce94dd2e3a4431be152beec603046c","caf3d0d5ab5691d6362cd4fa6e620c6326bd93ff","12152","28/02/2024","14/03/2024","incasata","RON","438512.45","83317.35","521829.81","",""
"41","32f2c57e5617214bb32bb145a974db3c7b3a53bc","45f580c5fd21fb09367808899e8dbdcc146bb4ee","7ee8cc5702a94d60f1ae86cb0ccea22ad8d728f0","12151","28/02/2024","14/03/2024","emisa","RON","80127.0","15224.16","95351.16","",""
"42","057098be2efa5f41109359b1d2f96154fdfa1711","1474bcc590b91cd091adf56d2774443000d67e79","826cf7b1898a887e51075ee33214330cc9ef06cb","12150","28/02/2024","14/03/2024","incasata","RON","22545.25","4283.66","26828.97","",""
"43","2e2b8e0b35f4b58ec37ae6f8bb410136f4766047","39a28c3c9da902e2237d36e6c339d991eb66539a","8636b811ca384af941520131b79ff300ea1cae2e","12149","28/02/2024","14/03/2024","emisa","RON","20500.65","3895.12","24395.76","",""
"44","0e4bbd996ca78b5edbc504c183edd1fbf81af363","6607b5ed37dde97e1a65980c33104c740319b321","04a879e05972f3b2453f859edee152a12564567a","12148","28/02/2024","14/03/2024","incasata","RON","7233.6","1374.35","8607.94","",""
"45","6f2c1b71fd545313b01c697dd5af1aa37691c3eb","cbf45d0ca3d496ead60c9246cdb32d29e4e64174","ced929520444fecd363e1f48e77406668933b50f","12147","28/02/2024","14/03/2024","incasata","RON","75605.8","14365.1","89970.91","",""
"46","868f7aa6073da1e7b830774167fef1bbe3d33319","a0e403f4271062896112394b07ace7d3c74b5827","bd2e9d768133e5cb3aff5eeb7e84ce52cfbde1a3","12146","28/02/2024","14/03/2024","incasata","RON","270304.55","51357.82","321662.37","",""
"47","87a77a3b819388d2be986bc397363319e172de31","1dcd7362ddc4d46b9bd1d1ee7d0a6962266001ca","c02173de53458046d34bd385ccadafbfd531d47d","12145","28/02/2024","14/03/2024","incasata","RON","1274.02","242.05","1516.07","",""
"48","c4f821e8850d06fd6bfa9675d45d3b8adfdcb4fb","fa46c3099ca8a467d1f666bacdb186fdda28d900","001ee3f7d26e50f222fd4af859bd2fe91100b79b","12144","28/02/2024","14/03/2024","emisa","RON","7007.45","1331.44","8338.89","",""
"49","591a8d6e9188f13501682e65df525e2c7e718c77","b8943ed9df9f9c088aa59ee9294dd0121930974d","75fe2ed341a0b20901c385f89e3e6a583924dd29","12143","28/02/2024","14/03/2024","incasata","RON","67055.13","12740.57","79795.71","",""
"50","53b197f48c3c4c7bcc00afcd2e61a0490a4d6843","50bd5f77a0330f28fe36acb38578e6df68056b96","4691227c1cefe95824ef233d50f8db4e247eb99c","12142","27/02/2024","13/03/2024","emisa","RON","101.31","19.25","120.55","",""
"51","53e056b6808753fac68542c37446b0affce0c97f","8a4ff8381ac47adedf60a9cb51ffadf3dfaadbb2","5fbd7e4f137dcadfa68b7d30b7b4dea72767c25b","12141","27/02/2024","13/03/2024","incasata","RON","1048467.38","199208.79","1247676.17","",""
"52","c4f821e8850d06fd6bfa9675d45d3b8adfdcb4fb","fa46c3099ca8a467d1f666bacdb186fdda28d900","001ee3f7d26e50f222fd4af859bd2fe91100b79b","12140","27/02/2024","13/03/2024","emisa","RON","673076.29","127884.75","800961.04","",""
"53","038f95cf7fe05db7695ddf84fc5f7ca1689d1435","78789d2386e81e3fc6a7623d592e3d41c442dfe3","a59f2e56535a6b9e3504390adf36cebb7a117a8c","12139","27/02/2024","13/03/2024","incasata","RON","196103.79","37259.89","233363.74","",""
"54","7a29f332f2ab33d2a108281338dac4a9840a9e24","83fe4ca2eb6570115786efd207acf0a4e53cbf6a","2d8ec4bc2cc7cd372766e3cac56c64d8f01dbf84","12138","27/02/2024","13/03/2024","incasata","RON","14793.88","2810.88","17604.79","",""
"55","ebad1b8ab1541f8e1af095ac6012dc14e7fe6f88","59ffe2f9f7c45f39603c404b2599821c30657531","ebdaae10bbd831dc7ce803cb17468cb34288da45","12137","27/02/2024","13/03/2024","emisa","RON","1632.56","310.15","1942.71","",""
"56","970c5c606b2e081a8e4629be6905448ec8ef52ab","e6482d51c693bad6a850c637cac4022c8b2d78f6","c54d9f3b1321d1d3957c7ba03159e09cddf2b753","12136","27/02/2024","13/03/2024","incasata","RON","386809.24","73493.97","460303.21","",""
"57","7b8fe8135f1bf47622ee147152484bbb9f9872ec","b2792fb8e4e6974f5ebf59ea500f3084f47fb13c","1c25c2c32abba16d86529dbcac4d9f5a283fa097","12135","27/02/2024","13/03/2024","emisa","RON","297754.0","56573.26","354327.26","",""
"58","510e30cadfd015636b52d7e9f75fd7d7c408e8c8","81ecba98b8a75f217a7080f150b4fb200d86d75d","cdf834c709513524de69e7c9952e0c7490c0ff4e","12134","27/02/2024","13/03/2024","emisa","RON","10115.48","1921.94","12037.42","",""
"59","1d835252cf270913524d2a73f534bd4e1c81506c","48dcf2fb935e95947a306ef29a61866270a3665a","248cd88b599ac0d5b7c90e4d7ed7eb3a159795ef","12133","27/02/2024","13/03/2024","incasata","RON","280090.83","53217.22","333308.05","",""
"60","787ffffa56b4b0b35bdac5bf56c3ba9c38d7dc52","787dad2874c212649bb6dd552610f53da9e495ef","5441f83b8622f95b3cc6c95d8b91a61ca821bf29","12132","27/02/2024","13/03/2024","incasata","RON","337.5","64.12","401.62","",""
"61","e6c0ea427e13971e846c335418cc9e47ca619ff9","c3a333df5211d509bcce87308a40f68cfca925d9","053360730ce26e83942a70474d05ef4c1de77e61","12131","27/02/2024","13/03/2024","emisa","RON","438386.78","83293.44","521680.22","",""
"62","ecb9ad3f6aa47fd0a129ddd74c34c40e7b1cd435","47b2fe5917e7f5a305f3720149dee36f7b00b8f7","b3b8ed1a056f2b5dd4a3b829e8313ebdf7d4f514","12130","27/02/2024","13/03/2024","incasata","RON","337.03","64.03","401.07","",""
"63","8f422f5cc7e349f63f92a1ed442294a614802c07","b57e160265fb33b4bacd9ed30cf7c9703a631d7f","6ea4c4f28a93873218d7a96ec68581eb0e703fe0","12129","27/02/2024","13/03/2024","emisa","RON","116226.15","22082.94","138309.09","",""
"64","44b00e2579a1c32114df038fbc8b733a7d48a036","215817d7fb569aefc88f998f483ebf6ccc00bd8e","c5ace349193e2b6f0d42c96fb0ccdb26c6701542","12128","27/02/2024","13/03/2024","emisa","RON","457121.94","86852.96","543975.39","",""
"65","48a9c0d7c1fdaeaa3388409b252ad8d9b9c10f6c","61f957bc99a2d62d7ed87c46fd3ccad22480704d","417dd47b6557e1ffca45854d959d4fbc94c3fdc4","12127","27/02/2024","13/03/2024","emisa","RON","1393258.75","264719.59","1657978.35","",""
"66","242d542c7e48fa2bcdeb8bbb49e9f8800a5dec01","e947e03eacffe3c6b1616e5e29225309623e4fa6","e78c43e451d66792fbc9c308c448fb87fcee2e12","12126","27/02/2024","13/03/2024","emisa","RON","190604.1","36215.1","226819.2","",""
"67","c78ecdbd9d1c60fd83eade01f51f495cddf2ab52","565ac9ae0a3b23ab1a6e6249088a3a7dc2dcccc7","6c45d249b4ea009bfb0b7fef006d41839f94acf2","12125","27/02/2024","13/03/2024","emisa","RON","22933.44","4357.25","27290.73","",""
"68","15c47ce3cfa964cf0c980bec31c0e386b6b42425","40f00407c67a1c2a7a991ee7a29fec5e8fd34021","f645ee868340cf69ee0648002d31f9f1a71d5cd0","12124","27/02/2024","13/03/2024","incasata","RON","291089.7","55307.04","346396.74","",""
"69","2eb28043f78b83273e1762c8b9830f50382a6b42","07f0d77d8f960b99a7ea2479c6eac6c852fa7172","a4fe86c903fee542ccf36c215bf9d2a5d5afe920","12123","27/02/2024","13/03/2024","incasata","RON","9556.5","1815.74","11372.25","",""
"70","e756287e07ead2754e3d91e68efa89f468b656be","925711bc17771c050009fdb06275be1591cff33d","7a1c3e0adfd412c704555ef0ae9e42094f97eb96","12122","27/02/2024","13/03/2024","incasata","RON","13935.74","2647.79","16583.54","",""
"71","6e78ce93549c28e0c79ba06680f69b8effa15638","59bd5edd0ca38f69a06b84c6d52264b2edcf3e87","1fdeee3754b3405b0461bc08476e109f9232bd77","12121","27/02/2024","13/03/2024","incasata","RON","66629.2","12659.24","79288.52","",""
"72","a087e22634472d0b038cd5bdb861f884fdf82ec2","ceca494894d1c26d3d7cd5d76be9165612c1f70a","c9fab729f5a19208b1c609a5da0855b3bdfd28cd","12120","27/02/2024","13/03/2024","emisa","RON","125141.55","23776.89","148918.43","",""
"73","6eb7cc19118c4518d8b15ac602551990749f1fb9","938903856c200d04c2a435b856224c6ac522a6c5","b7a13d8fd191076d7726a690470f620797e9b9f0","12119","27/02/2024","13/03/2024","emisa","RON","570040.58","108310.86","678351.44","",""
"74","56b4e6d1db621bdd59fd0daafedb2b785edea106","25e48479c49728dd68aeb71598b035a90c505c9d","0759a6065b880f6cc0be6da9739f75a83d878c42","12118","27/02/2024","13/03/2024","emisa","RON","230443.02","43795.06","274238.21","",""
"75","9b1c2f12f934f34d2e2c069e96eb000acd8a498c","cd8229ce4656d2b274ab6f0422876d10445aee66","0baeea76dd67929f5da60d9afa4885003790a4ec","12117","27/02/2024","13/03/2024","emisa","RON","1916.3","364.1","2280.4","",""
"76","095903958a7e51d0561ccd42a2643e7f8d4526b3","4b0e194d11cdb37fc665edc4c1f6205012b14b20","103394d7c051a4459b01987a2851ad3a4ba28e1b","12116","27/02/2024","13/03/2024","emisa","RON","12.41","2.36","14.77","",""
"77","90cf1b7d62d30faf9e082814a0b55a18678497a7","014129758bd68ad078e679fcff9cb98dd48ab7b6","14d1d9c5cd476a1ec386470caa5558d4f649e191","12115","27/02/2024","13/03/2024","emisa","RON","379809.55","72175.84","451987.13","",""
"78","6dec71e7733afafdbd587a43c258f12ce984b61a","3a34fe464a91b1c5dfe7f7483668e6572aa3c2b4","ec90be77d0c2fe0457f8e162b1d0c53a86b67184","12114","27/02/2024","13/03/2024","emisa","RON","1772.5","336.88","2109.38","",""
"79","992c20bd9e7c50e711b1cd087ee5b8d46269247d","8a3ad4c6b43032790b4b2a21054fd0ea5d604554","5aea175187e2d8ade2cf54531f4886876916fb73","12113","27/02/2024","13/03/2024","incasata","RON","45762.01","8705.43","54467.44","",""
"80","6f0f866e9a3b94bd534fa685a640878bcd15aad5","0808156ba27cb73f23ad390db7eec923a2a72432","d5fdcd4c26541d54b8bdb78afa06142d407ea520","12112","27/02/2024","13/03/2024","emisa","RON","1693669.89","321797.33","2015467.21","",""
"81","8ecf6005c713b85c3085610deadfe6f2dc85fdc3","02989a1ddb2c8d70d1a03cc80d375e7a64ff91c3","a095a866f8dbfd294e5afc93695ee53000857744","12111","27/02/2024","13/03/2024","emisa","RON","432.0","82.08","514.08","",""
"82","bad2caa27a2a10264538648cc866dffa5f9e4a64","113b2b2454e548833bfd58d4325ff7808d747d3f","dfc79aa4f4e72154027478cba055379d290fac0d","12110","27/02/2024","13/03/2024","emisa","RON","2175838.88","413408.36","2589248.02","",""
"83","53cc103cfc618cd97531c10aa4a5beed449dd463","611fbac314a2339257eeb864c14be8830d2a6b48","2c6f0eaacd28be73a5473e745ad879240a3f24a0","12109","27/02/2024","13/03/2024","emisa","RON","328626.75","62438.41","391065.16","",""
"84","7961186fc43763f41c11514fe153bdc240649b6f","4f71fe4456fcf0b8c1b8f50e3465289bd31e4c1d","2893faccdb6a046605157c418700fc6ddd83504c","12108","27/02/2024","13/03/2024","emisa","RON","1065840.92","202509.4","1268350.32","",""
"85","7713a5cc670db8c1718bf85742b831bae7a68cc8","d28c4a754668507294fdcb58c5a0edf19f830ff9","7602898cf7a177df783053c586a3a7240cd0088c","12107","27/02/2024","13/03/2024","emisa","RON","439780.19","83558.71","523338.78","",""
"86","207c8fa54571ca43a9496f447de7366756a74ba1","3447c143bf3c7eaa53a126c5b178b2d0f09c4d5c","923d8a746ec1e6e68862c6f16823a2b090ae74e0","12106","27/02/2024","13/03/2024","emisa","RON","6124.61","1163.68","7288.29","",""
"87","eeaa9b81031e83c6e1eba9af18391d7872fda9bf","cd443e94e2cc9336d103f7ef127f38acfb6a2186","23dbad9c4da510e536b4797994897fdf49126542","12105","27/02/2024","13/03/2024","emisa","RON","192.29","36.54","228.82","",""
"88","710417c8df960f4120f8b405897f47fb5d51dac2","c04d8daaf8e9f6084a45aeaa93324e091b10d1a5","e97c59813f63bcef46a478b9c80bd1d2c89424a5","12104","27/02/2024","13/03/2024","emisa","RON","149722.66","28447.28","178169.94","",""
"89","8ff1ca1437deae94b9dc3be394e6db5dffbcb976","7fcafc0badb35cc6b63e059f7136de0b08a8db39","ba7eab29ff113563a9b61e25d54efc7a3ce37800","12103","27/02/2024","13/03/2024","incasata","RON","4124.15","783.58","4907.75","",""
"90","843123e3e8af03cc42f6ccd14464a022c3806e1d","28a8c6bf2d21f858205e43b32e3d37097353997c","5485e7d3453c91626351a95b6ec9c9212dcb7a4c","12102","27/02/2024","13/03/2024","emisa","RON","210656.34","40024.17","250680.62","",""
"91","aae4da92ee70a5e410e9c977c3e06b460e663e6f","486be0ef51727c5fc30209f80e5abaa4d0edba5c","43c09a0204197394f1b4c36aa2b604c3677d9445","12101","27/02/2024","13/03/2024","emisa","RON","164721.27","31297.09","196018.36","",""
