"Nr. crt.","Client","CIF","Adresa","Factura","Data emiterii","Data scadentei","Status","Moneda","Valoare fara TVA","Valoare TVA","Valoare Totala","Aviz insotire","Observatii"
"201","a51d25c43702358fc9d0afe7f5ef538b16761f32","9fe161f7ff18c62dd19d38505552ff2992193700","d6c1540655d8d233a1a47a1370bb4a1f6eb63199","11991","09/02/2024","24/02/2024","depasita","RON","326106.45","61960.22","388066.67","",""
"202","7eb68561fab8172002b8ec8dbfc580c1646eb915","bf301d5d63763162aec37df0a59939e5afe23805","eb3ba1fc7b5d546833bda9dfab33a7c7a2b5f601","11990","09/02/2024","24/02/2024","depasita","RON","80063.11","15211.97","95275.09","",""
"203","3dc0a4a65727d92743be2bc5322d6c6efae398dc","dc21b8142e981685f473ac7ed26bbb73ec87b599","61adecde89da5fc5e53a6837ac8d4d48c5c242aa","11989","09/02/2024","24/02/2024","incasata","RON","309.09","58.73","367.82","",""
"204","e6dbc6503929a3dda5432247159d06dc599e4f94","76ea1a37459a27e7d9c52f0a58e79ce311723a2e","6cff0f2714d145693ce80fbe65e554729298cab6","11988","09/02/2024","24/02/2024","incasata","RON","3843.87","730.34","4574.21","",""
"205","d62fb40099b67717b31863bb9d9ab224a3e7683b","89987583c21c07e93f801b5bc72938b0daa282c5","87e30cd691e4497ebb34858440f95e1feeaef320","11987","09/02/2024","24/02/2024","depasita","RON","64813.16","12314.57","77127.73","",""
"206","c30082a3f6c5235c3c707be1f1e773e6b2989ce0","6bb9914e33a16ea6ac8aed378c1e49447c7e6997","804755f2a36491ce29e6b0d2649d0df3ba317a24","11986","09/02/2024","24/02/2024","depasita","RON","161364.05","30658.78","192022.83","",""
"207","b9466e55a571485fec25738774f1da37da4af060","90a2812075440f269936833f296e6c683a80d117","b41bf555b8737fcfb04ff5fa5f70364853c451c0","11985","09/02/2024","24/02/2024","incasata","RON","1060039.94","201407.81","1261447.75","",""
"208","8daa5c808ce758ef2c78608697da7fba3db496b4","150da544a949eeff99e4eaca9ee06d3d5c361bd9","92b0fb9477d1fb13df1872443b14d9c1ee66597a","11984","09/02/2024","24/02/2024","incasata","RON","272787.61","51829.67","324617.28","",""
"209","377ecbc9eb9e5ce49707e6aa03cb75eb74c9aa4a","520eebfeb5fee60e73c4864c4a1cb367eecb18ac","bf91037478c42e1c7dcebd966623f3e342a0e36a","11983","09/02/2024","24/02/2024","depasita","RON","28697.81","5452.58","34150.39","",""
"210","3d545f5c03ee98cd1a81520a54bb703563572968","fa5c15d3d17f090ebee35c2b8381571235243a27","4c2fe4de6b3bb8738c5768e6c7d49a7ff92e68d5","11982","09/02/2024","24/02/2024","incasata","RON","26910.92","5113.05","32023.98","",""
"211","5ba86716a5c3f2e485b5308447013a519c4acf67","25ff69418c97968c7ff942c4ef5b44697ba1ca70","68eb52078b014de33e8f290f1c67b449b30a1962","11981","09/02/2024","24/02/2024","incasata","RON","20642.51","3922.05","24564.56","",""
"212","c63950c6f1272c80456c4aee7d002b26d3e89503","6a4a9b6ff813f3d3d0281ee4092ede142b4242c0","17dda116a52e17a2afb7e226d935b9d099164037","11980","09/02/2024","24/02/2024","incasata","RON","588754.5","111863.32","700617.82","",""
"213","2f53f6856c41ac7ff049b6f5b0626139daf38da1","ac3c4e7ac959416becaaaec84be519a29fbb63fb","0f2d46c72f896180626a1ef129afa7493e02a4eb","11979","09/02/2024","24/02/2024","incasata","RON","898.42","170.69","1069.12","",""
"214","ef96d6a613b1eda3b6b44450d532375c90f75645","b87834a6ddafc0417d53aca5cc75b22222c196e6","d08ad01f44427877d734ab7724a672964309f441","11978","09/02/2024","24/02/2024","incasata","RON","2675.89","508.4","3184.27","",""
"215","3c27f55c34f52e53c08a89beb886cd8ca2c8e047","ef5984b478a9a2fd6f495d17a9e00e40ef13b14d","a9dffe214637bac7aaee9b9fadfc8b6073735141","11977","09/02/2024","24/02/2024","incasata","RON","83187.5","15805.62","98993.12","",""
"216","5227179a08a3d4376190e4e623a0acbbf91ebfb3","f91f2b32c872d5bf3cc52b9ed22fc23b6cb38db0","ebe00aeb0746e5bf9a95ff269ffdd00f36db0b9a","11976","09/02/2024","24/02/2024","incasata","RON","10566.73","2007.59","12574.36","",""
"217","6ec84d73a5ab2939c0f02ad42b7a79aa05e529ee","7c8092054134a679030e2edb0860a94df609c258","6f76efd1b5ffa94f7ceb122c17d1db075086d0d9","11975","09/02/2024","24/02/2024","incasata","RON","213574.28","40578.41","254152.69","",""
"218","3566c0948afa47f75ccdcee2d10892f2cffbba60","4dc8e04e49b35013d6e2c1d1a4b99490eaa68ca0","582c69d1198b1284b9f92b2e7e40a98a3a7cce4c","11974","09/02/2024","24/02/2024","depasita","RON","345816.78","65705.22","411522.0","",""
"219","27ad5f916224c7be981c07205a1f1b81f2f3b41b","81dcc7fdee322548eeaccc56364b00663416a2cd","fbec960b9e63d5382f2677bfa81bf9d83f1cc8f6","11973","09/02/2024","24/02/2024","incasata","RON","298007.16","56621.93","354629.09","",""
"220","853cba321b3e47902c8a367d5b1a84601c6832f2","f8451de320e1e9e142700c0a704702eb52b19b74","3ad9457faaf8041f6368a2a44c7cc86293feaef0","11972","09/02/2024","24/02/2024","depasita","RON","165194.12","31387.27","196581.3","",""
"221","8a2442d107344580b3bef101dbfe163b173d1b50","b141197c3ea4bc17fb2bbdba0bf8e2cbdddee567","cc76a2c5d3f178afaccc58b5febbce223839888d","11971","09/02/2024","24/02/2024","incasata","RON","1987.67","377.67","2365.32","",""
"222","2926c87b472d7d915c97b6a90974ab11cae7e79b","ccd8b364553aeccb0cde9c7dc335a36d1f8dc729","9ffc79c8adfe7c27ec6919ee60145f26c92cc7e3","11970","09/02/2024","24/02/2024","incasata","RON","685296.6","130206.39","815502.99","",""
"223","0576d3e809cecf267c9890aed9f75ddeeebf536f","c5b7ad85f691aab98ed73d446e673cbb5a349ad4","90d5c42a4696364601907778366eb70f229f9637","11969","09/02/2024","24/02/2024","incasata","RON","98210.78","18660.06","116870.84","",""
"224","582f865c748a8e782402bc3b26afa6a522d72bc4","1d1b6853ecf6cdaa23616c04e19c1186ae7cd208","f14d35fafed835ba899d2b7cf29d9987c149f5c7","11968","09/02/2024","24/02/2024","incasata","RON","41912.76","7963.34","49876.14","",""
"225","edf64960b7e7055966d82e8afbb74c52e5e21c9e","25dd72e14f887b22b61e0ebbdce9b1c36a236569","a6b7931728a4864f7cb8d986e0ff074d59e7a5fa","11967","09/02/2024","24/02/2024","incasata","RON","57868.89","10995.08","68863.97","",""
"226","46d12b6e839ea68b208f761a232957ecb66c1e6f","73fa3505185a191c0d15e1ebba7ac56630299ce1","48f56f3023d24a002e04775b5f6a0415c358934a","11966","09/02/2024","24/02/2024","incasata","RON","214.01","40.67","254.68","",""
"227","b24e8fe7d4b38ac256cfaeec06c4268d4a9e2f27","104f09be943d30ef492ad3137b90c4d069727a47","ade18678a25ec541aba83a02266de1299e7f45a5","11965","09/02/2024","24/02/2024","incasata","RON","2572594.56","488792.97","3061387.53","",""
"228","8a2442d107344580b3bef101dbfe163b173d1b50","b141197c3ea4bc17fb2bbdba0bf8e2cbdddee567","cc76a2c5d3f178afaccc58b5febbce223839888d","11964","09/02/2024","24/02/2024","incasata","RON","437943.59","83209.55","521153.14","",""
"229","0a625e34266d3ed126ec7d629c63031374caa63b","43157c92649a35f977ef6f91e209ed9d77bba37c","7e45ca18e8c3113c4496f50999493c879387464e","11963","08/02/2024","23/02/2024","incasata","RON","8317.85","1580.4","9898.25","",""
"230","94d2d7103f8ab3ed21b281be37e30e186a1dda97","41c00202f9dbbfdc38c96d59289a308d719b26cc","1be057819191f254f517e0596ba47bf427fb485d","11962","08/02/2024","23/02/2024","incasata","RON","190537.86","36202.17","226740.03","",""
"231","58d2173e44209f2cce3c8c9f4744640a6076a52a","939d2907645b630ea9ca30a5c5ef56d171355cc1","1dfdaea4b71644584d6615b15276a4efb7d154fe","11961","07/02/2024","22/02/2024","incasata","RON","194484.12","36951.82","231435.94","",""
"232","dad4939eef00dd262f5f7f4f756685a9d5fb1360","0ca5fd8895a8ba47d14b1a4a9e73d8ea365c9ea4","4e9625da706b01c538fabeac575f43c0a3a19370","11960","07/02/2024","22/02/2024","incasata","RON","621584.99","118100.35","739685.34","",""
"233","14b43aa6f6f4b7bfda6239956f6dbe176eaf080e","c7037b97c13275a3ea3a14aa4c14851fe271ce48","1d1421901ac6fe5873e2764188fd2597c5d009fd","11959","07/02/2024","22/02/2024","incasata","RON","251763.1","47835.02","299598.12","",""
"234","1999380a7985f0ba6a66899482614d6fec95f03e","e42cd2cf74a446400e90d854c9f23790813cf6f4","5898cb8202dab52fbffc053468ddebd8584af1cd","11958","07/02/2024","22/02/2024","incasata","RON","1572.25","298.72","1870.95","",""
"235","c6cca2586da75b39e1687ac1ac5ab2e66dc22cec","dfa16070b069e06f885ee54af04653fbd3f2cebe","dbdbcde50179fb2bd7f13f4551d094d6d656ebc8","11957","07/02/2024","22/02/2024","incasata","RON","2787.15","529.57","3316.71","",""
"236","5032ff254b0662ca28d8c6c1cb963e17a5b85f63","2bd9cb0d6fd1d3bb8609f5508bc31458335cfc4a","693c27156d6f680f6fdea1064b60f03b1cc4cd97","11956","07/02/2024","22/02/2024","incasata","RON","554406.25","105337.22","659743.48","",""
"237","300491b3b9928957f8523d05c6871e4b382a9172","ceef1cbd8d6c9db6fd6b389e6825a5855c032fc8","f2cf99f831489ac3118cb20485df10ed686b5c8f","11955","07/02/2024","22/02/2024","incasata","RON","126822.8","24096.33","150919.13","",""
"238","f640d9e8bedbe5b666f937a865d416499492142c","baa7e0587d867131e8da82c2a5f7274d4dd9f6c5","c0db6e6f0394888aea2489b98498ab1102a2c539","11954","07/02/2024","22/02/2024","incasata","RON","220057.17","41810.68","261867.94","",""
"239","11932c878a44c33ad34355dade31e9c0bb94e000","bbb347c9c5a2de21cab67f27d18404f6a6846f5f","a1afe2989329354016e8969b3d8ba8c2f098c3b6","11953","07/02/2024","22/02/2024","incasata","RON","462087.65","87796.66","549884.31","",""
"240","dac330192ea8dec468f255d53432d20b049adcd3","426ca9c719afee31c1f5923422d9550f89327e02","a1afe2989329354016e8969b3d8ba8c2f098c3b6","11952","07/02/2024","22/02/2024","incasata","RON","43.9","8.34","52.23","",""
"241","7d605802476f36ffd724c028fbaa312ca79b0755","585fcf49de137114a920d052d5c6554ce8b3531f","c89b6c35d6da6cd66319f0979255af6649455783","11951","07/02/2024","22/02/2024","incasata","RON","67682.61","12859.45","80542.67","",""
"242","b4ec414fcd9e7219220863fabd3d0aaf3e4d3016","9aa13a7382a4c666f67452f01de75010711f04fb","1b766335f7af17bf7782713253e587b5cb331e1d","11950","07/02/2024","22/02/2024","depasita","RON","1757.6","333.94","2091.54","",""
"243","b889173c15c29e92fb683e8d969547d4a2706438","6ed20d043f029cc700c4971689b6a7a910721092","71be7f33b64c3cd06a22a59cc3266e5d319baedb","11949","07/02/2024","22/02/2024","incasata","RON","51010.26","9691.94","60702.2","",""
"244","331e2f9449be25c812777b8d3c322ff3fe6f37ac","eb958a35d60494612f77255f7d003932e1d6e720","b44f185cb2774a3263e7be7a5b5b07f98cabd891","11948","07/02/2024","22/02/2024","incasata","RON","25504.72","4845.89","30350.61","",""
"245","474119542bc01d8f40a53fdd610af7eed8fe6610","4be978c3797f0550da6e0e6c94f27d7750ce4433","776ed840c4c94c3463b7ca93679504b620b95aa1","11947","07/02/2024","22/02/2024","incasata","RON","1477090.45","280647.12","1757737.57","",""
"246","2d87a47c3badfad82c7b538c4a9d6285785fa8f7","4be978c3797f0550da6e0e6c94f27d7750ce4433","776ed840c4c94c3463b7ca93679504b620b95aa1","11946","07/02/2024","22/02/2024","incasata","RON","-814849.2","-154821.35","-969670.55","",""
"247","1e8068b342e8f3754bf4896720f6361774844be7","d01288f6121390b60205e836e97987f73f185f6c","515e621d21791b1963bb85a60602ecf3c3c3ad62","11945","07/02/2024","22/02/2024","incasata","RON","13668.75","2597.04","16265.79","",""
"248","49dfc2233d98579a365b50ccd37b11c2a7d543d2","9435d939d54cffcfa8787bbbe18b2351bdb545f9","a9d4d0cc2dc1d30bd3a33963ce2987f6b3832b9a","11944","07/02/2024","22/02/2024","incasata","RON","5618.19","1067.46","6685.65","",""
"249","89feec21b1467489ffecec2e6378927ce972074e","39ed0a84cd4a4f9c4abfe29ce8488ac895d25b4c","49e52aaa2095d59ea8265a7990d2b22cb78eab8c","11943","07/02/2024","22/02/2024","incasata","RON","265099.11","50368.88","315467.99","",""
"250","84e6ef5e75833636c678bd5ef280a82e91678dc2","0c0ef37637d1e88618ad95e04d02e0c4c6afe27f","cc73e18eb994fa1d784e9c551b55d85ca621b3ab","11942","07/02/2024","22/02/2024","incasata","RON","40733.5","7739.46","48472.74","",""
"251","e8ae5afbfb49c29e055f275751d43f06395d1866","58e5bc68d34ea5f38d99142e173f16bfbd4d6a9b","0c37c5031fc399538b7ef7f4cbc15ddaee996cc9","11941","07/02/2024","22/02/2024","incasata","RON","284765.62","54105.53","338871.15","",""
"252","7d889b5099a0955c0a43a0f7b71dc6e53ca863e4","6d43865eee1af9a350bed3d4e112fc87f665b6ad","0ea870c610e671f6955cfcdbfd046f14a46e5323","11940","07/02/2024","22/02/2024","depasita","RON","10143.12","1927.22","12070.34","",""
"253","f7d272734115736afeec933a9f4d8ff6052520e0","2bc5c3d52c0cae6e3bbfbbb804756d6328e6bf22","4bd9b1a75e5fa059525f9cca82d682d109f6b3a0","11939","07/02/2024","22/02/2024","depasita","RON","5726.58","1088.06","6814.64","",""
"254","b91ef2c24a2733db97dd739910f5827e6361b363","95bd79eaa0247cea481ddb62f26d666db73f5e26","adfb2bb2d6b68bced3f8fb7916df25adc8c51d7a","11938","07/02/2024","22/02/2024","incasata","RON","559452.53","106295.93","665748.46","",""
"255","ccecca30f9d011260d93fb571241efea2b3b77b7","010e08b0b2076022cb6ae6f4ddd4b8470b169430","05f785fa8316fcf7b440e9bcbbe1663a0e6df63c","11937","07/02/2024","22/02/2024","depasita","RON","550130.23","104524.7","654654.93","",""
"256","544dba4f4dbd87bfcc7a46ad3497ccf9a4349ce9","f3d25790bfc7dc593a13d8af524f4ab4512d6d89","832414267bec0f62c1af8ed509458fedaf4943d5","11936","07/02/2024","22/02/2024","incasata","RON","166.09","31.56","197.65","",""
"257","6a5622d317b849866e987a7828d4fb8bcd9061a6","9dbed8542a9763d93e47d07d4b84629912e772bd","587afe57961c54f5e3ce0aa4efb05c258989223c","11935","07/02/2024","22/02/2024","depasita","RON","119606.48","22725.25","142331.73","",""
"258","89b37fc0e94f4432a596c5472dcbfa9a41798b2f","97021bd608d6ff84729b60ed2154292f976cb68b","47716cf76c51c93cf4d8813586a2f1867d204056","11934","07/02/2024","22/02/2024","incasata","RON","29266.8","5560.69","34827.49","",""
"259","2abb192d40fe137b70890ed0bdde4bff16a7a37c","6a140c59eaca2b1725e838133561c5e45b817802","b9c41ffd5619630806ea5898fea42d1cc50e55ef","11933","07/02/2024","22/02/2024","depasita","RON","183.76","34.92","218.68","",""
"260","2a1e4ed38c0c3b4192898e709a67fbec95c253f7","0062430a1a60085b31f793a8829507e7b0f36af0","6bc57064006a1bdb70df35ca1acccbe09c264a37","11932","07/02/2024","22/02/2024","incasata","RON","18414.5","3498.63","21913.18","",""
"261","f3834ef42f45c78b2b30c5eac67fcef750c8335f","9ce8e57b4b9634f7d09f985306e3a920a6abfd9c","e06d0b7efbb3b918aa70b727a9b178eacfb70310","11931","07/02/2024","22/02/2024","incasata","RON","94744.31","18001.44","112745.75","",""
"262","33fa0bf8a55a89626558a5822e02d0845e7c6fc3","68ce341efd0dfad1c10f29b21618b7bdd2027586","1436856b21af1e7c1abffa9c319e328d88650b97","11930","07/02/2024","22/02/2024","depasita","RON","35576.47","6759.73","42335.82","",""
"263","9992c5ac2d7ff7717ecb7c8d86909699d167b113","9dacb58b92567e24d4f76e3a12594628ba0edc32","cb147dfd311e0df680bdcdecaa86eec006a3f0d0","11929","07/02/2024","22/02/2024","depasita","RON","53913.85","10243.87","64157.16","",""
"264","c89f26f089a19b400e021547282f634f3811c475","18d662e224cab3ff49c8ceea5d405147e9cb49fa","5eb009215710038513de2e8260963e7822c93d09","11928","07/02/2024","22/02/2024","depasita","RON","1946.51","369.85","2316.36","",""
"265","b907c25d82126d7dd60bf4fc8c29a88055cfdda5","581cf74a8cf6fb29d05a8ae1a15b7e26c0b626dc","061309d43575e09eb0dc310bee0b933277f12793","11927","07/02/2024","22/02/2024","incasata","RON","82283.3","15633.84","97917.13","",""
"266","171c07b15f9eefd73e723bf674531553392adbb0","77fb3d56aad86ff96c1944c51736e984deaf0cdd","fe2b1869b79492c1ec83dd132955eed11b6e7c40","11926","07/02/2024","22/02/2024","depasita","RON","34.69","6.59","41.27","",""
"267","025855cdc6501b1773389e1bb706e2bf6d66d803","9269e88711e23540a2daf388b3f311dfea959cc9","529d532581d59ced82738b186e7f78e944731a0e","11925","07/02/2024","22/02/2024","incasata","RON","79089.38","15026.96","94116.34","",""
"268","e1c0b4a28121a66363219a129f8d36f325a066e2","d0530d473e8f3f267f0dceef887de832a1cbc27e","7e39211bc2222dac02439f9c16af331d608678cb","11924","07/02/2024","22/02/2024","incasata","RON","36270.69","6891.63","43162.25","",""
"269","acdfeaf73ccc1999ab7d9e35d114d47a571f6635","c43b63fe8a13a8dd28062eaae1012f42e6c007fd","fb3e9e6677878d6b9545aac49c399688eb557613","11923","07/02/2024","22/02/2024","incasata","RON","116018.74","22043.54","138062.28","",""
"270","fed994394a8c69dcc3e8871e145abc79a7731dac","4c2fc01cdd88b8680d18981acb758256e50f6c52","c97f86a5ef1bf9ef507a65e028d87212d8a2d389","11922","07/02/2024","22/02/2024","incasata","RON","216434.55","41122.62","257557.17","",""
"271","fd2b528a31401d7e3e77eed2f0b9b41b75876b25","cb51f993043ebb3445e2ef9feb4ea287ba9c96dd","953b8cb9b03935745930561c7148c3ee54cbdf52","11921","07/02/2024","22/02/2024","incasata","RON","151494.25","28783.9","180278.15","",""
"272","0fc1fd8175b8a4029b63439c93e05e927c5a8e2c","69e87d085dbe52f07c9b21dcf655f338efc20df9","2820d782d76ba4349c68b86353aac597a57f1820","11920","07/02/2024","22/02/2024","depasita","RON","2748.75","522.25","3271.0","",""
"273","ab8ecd219d8bd1bd5d1d7a6db13a2f779483138d","ec08266016ec2d8d855164a3d854e505c7c27816","8eb0f62a3f740fee0d0e13365940e1236e55b1d2","11919","07/02/2024","22/02/2024","incasata","RON","388242.39","73767.03","462009.28","",""
"274","628cd4ce7c9063da3f48c0b72722c3aa3ca66d35","7e1a4116b963c1013ceea7767581c9cb9fd3d0be","a1130179bd19805b586ae5e6ff5434220d69a272","11918","07/02/2024","22/02/2024","incasata","RON","581550.72","110495.46","692046.31","",""
"275","4ea47491355c7410c1755861027f43104d2e5092","a24250911ef670808254338c4b083ee2cc88b1b3","ca8ad68ebdd2bd795521a912c8733aaec1d8f84f","11917","07/02/2024","22/02/2024","incasata","RON","266926.66","50716.02","317642.68","",""
"276","0b631ebca78b5a87ab3ca31103d0eefeb882cde4","287ef5d539ff72969878a2eb8d5a0d75845a03bb","d92670787cce7e7dabe4a4b824f81c1b80efa58c","11916","07/02/2024","22/02/2024","depasita","RON","4370.71","830.42","5201.13","",""
"277","626f132a70d9d58625bf12785671b03b0c497062","a729cc62fe2879279b9ac9814225fd86e2bafa82","e975e7a7b24d76a173a7677570bd7abdd7c910ca","11915","07/02/2024","22/02/2024","incasata","RON","8661.49","1645.68","10307.17","",""
"278","a653863c3106ef68d2186946ceb2c715332bee85","4afbd738aeee266fbc697d65c747c0aba03d705c","7bb42044ea01e4822e40416c4822cd82f23072f6","11914","07/02/2024","22/02/2024","incasata","RON","48024.98","9124.56","57149.6","",""
"279","cdbd53d0b47b6a3938a377d185847b0d58facd98","990bf553798df484df69fac8d82802568bbc0ec9","da87a865aa1aa5f7fc154ae0ade6ee313745c33c","11913","07/02/2024","22/02/2024","incasata","RON","88289.66","16774.84","105064.5","",""
"280","50609e459c81e855053e492e9d8196302e199708","8e9818c4553ddabf35bd9368a0ea82882fc1db36","3245d6f9b05591544a4cd540e737979a27682c27","11912","07/02/2024","22/02/2024","depasita","RON","51478.85","9781.0","61259.84","",""
"281","0f5b241f460072f5fb6c1294a96a4ead09e10159","c6cb363430589df59d12a91afd3eb52a30f32d8e","54973f5d66f585841fde4d0bc944360385277708","11911","07/02/2024","22/02/2024","incasata","RON","476.47","90.52","566.99","",""
"282","12e94aaaf0204440d0e6573dfb83de076b6a98af","cafb12095f7d34f5c0c531ae8d5dde5cedeaa4f5","0db268d182fa20f6134088e0ac6842d1ef5b585b","11910","07/02/2024","22/02/2024","incasata","RON","130139.43","24726.5","154865.92","",""
"283","ffe732ba480ea543150259b520be76ec245aefe4","51acdbbb77fa46c2b2cbbbbeabf17e2369c51916","e8a4d63a8794863df246378cbd99c4c44d5e398c","11909","07/02/2024","22/02/2024","depasita","RON","2148495.2","408214.09","2556709.29","",""
"284","acddd485dd535c018388eaa39b3d0d49fd382855","eee116643886221d6d44d7e4931b0123492801f8","1c68bb3042ecdf851db4009efd4eccb1585ed8f8","11908","06/02/2024","21/02/2024","incasata","RON","19626.39","3729.02","23355.41","",""
"285","c4f821e8850d06fd6bfa9675d45d3b8adfdcb4fb","fa46c3099ca8a467d1f666bacdb186fdda28d900","001ee3f7d26e50f222fd4af859bd2fe91100b79b","11907","06/02/2024","21/02/2024","incasata","RON","95508.72","18146.62","113655.34","",""
"286","7b6b8415f265bb7b0967e2a5426325a80854f23a","4c23886d9f06c34e8642c7c5c144af8bca7c03d2","dd275fdeeb48161908a029e0b8718c268ca3b5c7","11906","06/02/2024","21/02/2024","incasata","RON","32566.07","6187.56","38753.63","",""
"287","d37d6012eb0adac0da237202b582a3de81d49b24","f8ba15f58c7709bac5bad73658ea2f98110a321e","bdc42d70a2c5ac1317a41d43d1bd27d82fccaf07","11905","06/02/2024","21/02/2024","incasata","RON","386887.21","73508.59","460395.8","",""
"288","dbc04453a57f11ab7fbde80f38dd5ce74af8b978","b7d91ed73313490df1c49090ba7b4a5b406de5ac","9ccf230ee7c35d0d15bdb802f858af3964823a73","11904","06/02/2024","21/02/2024","incasata","RON","22034.91","4186.64","26221.59","",""
"289","e6bb7875cba3e6a9204e07ae23051e1f0a6692ea","771968cf7951130a5391f8666189c55a73c9ccfc","20189ff316f2695f94491c86ce8b525e65dea8e5","11903","05/02/2024","20/02/2024","incasata","RON","753186.03","143105.05","896291.08","",""
"290","f640d9e8bedbe5b666f937a865d416499492142c","baa7e0587d867131e8da82c2a5f7274d4dd9f6c5","c0db6e6f0394888aea2489b98498ab1102a2c539","11902","05/02/2024","20/02/2024","incasata","RON","341907.75","64962.42","406870.17","",""
"291","ec54b643d2c2667c1b2c05f8556815413bf0217a","0993f16d6b3b7b96301e872df299b82e5f71f7f2","b99fbf4fd6ffe33acb52dfdef9e798bdd3448106","11901","05/02/2024","20/02/2024","incasata","RON","44289.03","8414.88","52703.97","",""
"292","c694884ff5e46406734740e8e80292dfec2d40ef","20011cf3040b8c128e819c80e0dc93ce40eadc9c","138dce83c87d75ee820cecfc82abb5773522fb45","11900","05/02/2024","20/02/2024","incasata","RON","304175.0","57793.25","361968.25","",""
"293","9a61eb91b7a794ae453f9eeebf41d14c671df139","1c2096f3908408f0d0657a609c2004d91ea3327d","ccdb204d07916e5fc8ff2d603b9f13b840081a4b","11899","05/02/2024","20/02/2024","incasata","RON","6132.86","1165.24","7298.1","",""
"294","2d8af2ac7475af4be48b56d1a300d07ca7ba2620","75d81c29bb22e59539d77d8d8e1c43974a81bbe3","7fadde591edeb989e1cf596db5a96e1c2caa49f1","11898","05/02/2024","20/02/2024","incasata","RON","381.32","72.45","453.78","",""
"295","ad8e6b37b4d3a288c478b49ae19bee8ff84edfe3","96679ad6a50a7eeee71a1f3372ee09ed220a6eb0","eb4a57c074ffa1c1bec38a8cb990352f47e8c1a7","11897","05/02/2024","20/02/2024","incasata","RON","384247.22","73007.0","457254.22","",""
"296","da7fe1b546086c6adf0a9dafb5ebcc60e5550693","290049e2c72609e622e93bf2b5437229bc2c1952","1ec986bb8ba982f03391fef350255cd63e8e80d0","11896","05/02/2024","20/02/2024","incasata","RON","1422.49","270.28","1692.77","",""
"297","310ba2ed99656c94f7099d492218cacf3a28d02e","353c331a849d3383b211a6b414bf356c1dfff709","0a6ecd00059bd9d83fbbb7d0b13e4768469572c9","11895","05/02/2024","20/02/2024","incasata","RON","18637.75","3541.3","22179.0","",""
"298","310ba2ed99656c94f7099d492218cacf3a28d02e","353c331a849d3383b211a6b414bf356c1dfff709","0a6ecd00059bd9d83fbbb7d0b13e4768469572c9","11894","05/02/2024","20/02/2024","incasata","RON","-177021.77","-33634.16","-210655.93","",""
"299","615e121ae3805566de90151faee58e8de37e2ea4","af640e8ac5fdfc84bcc16adc4bdce53941e9daec","36e6290f5d6096c97fd72d546e77d88ee0a15e52","11893","02/02/2024","17/02/2024","incasata","RON","665500.0","126445.0","791945.0","",""
"300","1294c5b8e0834a4a6a347e31bfab77c9afcbe17a","09d2501abd76a8b47cc354f53052cb21d8de2bd9","383858c79311fe347c06123b57b4da3998e6e09e","11892","01/02/2024","16/02/2024","incasata","RON","1705448.22","324035.99","2029484.21","",""
"301","f839922e531f188e84c073d0faead08caf998ec4","cbf2cc9062861fd550f9325bf7784d58e0211140","cc76f01731d6431bcb6a0ac57d131517a2768dad","11891","01/02/2024","16/02/2024","incasata","RON","7461.61","1417.67","8879.3","",""
"302","0aa5a8ba6401657b516d7aa12ac54c2159005321","7bbf0b1b5cb4259b8e32a619065f6a2e53331d84","09f4df9370a3f6f49de45c1a659add66a2cc3c58","11890","01/02/2024","16/02/2024","incasata","RON","1629236.22","309555.13","1938791.49","",""
"303","f8432905b0b5974adde3eabc80fd6b4c718591bb","de4249cf2e51f20594dfb2856fe2c062a298ef2b","41f8f159d1db2480ff83ed2d7401a88b87ae5756","11889","01/02/2024","16/02/2024","incasata","RON","839157.23","159439.66","998596.89","",""
"304","b889173c15c29e92fb683e8d969547d4a2706438","6ed20d043f029cc700c4971689b6a7a910721092","71be7f33b64c3cd06a22a59cc3266e5d319baedb","11888","01/02/2024","16/02/2024","incasata","RON","446333.64","84803.82","531137.57","",""
"305","d893d01c36e2dc40ff53f1f483f9a710fa9990c2","621ae5ca0ce83c96f2b1baca9e0bc0f57973de7f","b98d44522be1eeffd464dda82d71c7dbb2b646d4","11887","01/02/2024","16/02/2024","incasata","RON","160119.4","30422.69","190542.09","",""
"306","8d4f1f5d68185e7c24962b108b88827ce97761cc","b93c1de7ca594f52abc198d0b0f45613e01de6cc","24e08abc690f6530d8a934a6737870409bb7bd66","11886","01/02/2024","16/02/2024","incasata","RON","42733.55","8119.39","50852.94","",""
"","","","","","","","","","","","","",""
"","","","","","","","","RON","37190568.96","7066215.1","44256783.49","",""
